Id,Nom,Description,Portions,Portions unité,Difficulté,Coût,Régime,Catégorie,Préparation,Cuisson,Jour,Ingrédients,Instructions,"Energie, Règlement UE N° 1169/2011 (kJ/100 g)","Energie, Règlement UE N° 1169/2011 (kcal/100 g)","Energie, N x facteur Jones, avec fibres  (kJ/100 g)","Energie, N x facteur Jones, avec fibres  (kcal/100 g)",Eau (g/100 g),"Protéines, N x facteur de Jones (g/100 g)","Protéines, N x 6.25 (g/100 g)",Glucides (g/100 g),Lipides (g/100 g),Sucres (g/100 g),Fructose (g/100 g),Galactose (g/100 g),Glucose (g/100 g),Lactose (g/100 g),Maltose (g/100 g),Saccharose (g/100 g),Amidon (g/100 g),Fibres alimentaires (g/100 g),Polyols totaux (g/100 g),Cendres (g/100 g),Alcool (g/100 g),Acides organiques (g/100 g),Cholestérol (mg/100 g),Sel chlorure de sodium (g/100 g),Calcium (mg/100 g),Chlorure (mg/100 g),Cuivre (mg/100 g),Fer (mg/100 g),Iode (µg/100 g),Magnésium (mg/100 g),Manganèse (mg/100 g),Phosphore (mg/100 g),Potassium (mg/100 g),Sélénium (µg/100 g),Sodium (mg/100 g),Zinc (mg/100 g),Rétinol (µg/100 g),Beta-Carotène (µg/100 g),Vitamine D (µg/100 g),Vitamine E (mg/100 g),Vitamine K1 (µg/100 g),Vitamine K2 (µg/100 g),Vitamine C (mg/100 g),Vitamine B1 ou Thiamine (mg/100 g),Vitamine B2 ou Riboflavine (mg/100 g),Vitamine B3 ou PP ou Niacine (mg/100 g),Vitamine B5 ou Acide pantothénique (mg/100 g),Vitamine B6 (mg/100 g),Vitamine B9 ou Folates totaux (µg/100 g),Vitamine B12 (µg/100 g),Image
29,Risotto aux champignons,"Un risotto crémeux aux champignons, cuisiné avec du parmesan et un soupçon de vin blanc.",2,personnes,3,3,Méthode ami,Dîner,10,25,10,"150 gramme Riz arborio
200 gramme Champignons, tranchés
1 Oignon, émincé
500 millilitre Bouillon de légumes
1 verre Vin blanc, optionnel
2 cuillère à soupe Parmesan, râpé
Sel, au goût
Poivre, au goût
Huile d'olive, au goût","Faites revenir l'oignon dans le Thermochef avec un peu d'huile d'olive, couvercle ouvert, menu Thermogrill, puissance 3 pendant 5 minutes.
Ajoutez le riz et faites-le toaster légèrement jusqu'à ce qu'il devienne translucide.
Incorporez les champignons et laissez cuire quelques minutes.
Ajoutez progressivement le bouillon de légumes (et le vin blanc si utilisé), en remuant régulièrement, et laissez cuire à couvercle fermé riz mode 5.
En fin de cuisson, ajoutez le parmesan, salez et poivrez à votre goût. Servez chaud.",1449.35,343.6,1449.85,342.2499999999999,481.142635,11.184,11.424,69.36800000000002,5.707500000000001,4.598699999999999,1.18115,0.00575,1.7912,0.43,0.53,1.0251,59.1,3.486,0.4500000000000001,4.7017,7.75,0.2343,4.765,2.16488,106.1015,387.85,0.51405,2.550295,32.759,54.142,1.04535,238.8975,644.642,30.0325,855.566,2.07414,16.7,39.625,0.22,0.66815,3.299,0.0,5.877500000000001,0.5078500000000001,0.5245500000000001,6.4288,2.5491,0.24965,66.684,0.132,https://zyllio.github.io/zyllio-samples/recipies/menus/images/29.jpg
30,Bowl de fromage blanc aux fruits et miel,"Un bowl onctueux de fromage blanc agrémenté de fruits frais et nappé de miel, avec une touche de croquant grâce au granola ou aux noix.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,0,11,"400 gramme Fromage blanc
1 Fruits frais de saison, fraises, kiwis, bananes, coupés en morceaux
2 cuillère à soupe Miel
1 poignée Granola ou de noix, pour le croquant","{'step': 'Répartissez le fromage blanc dans deux bols.'}
{'step': 'Coupez les fruits en morceaux et disposez-les sur le fromage blanc.'}
{'step': 'Arrosez chaque bol avec une cuillère à soupe de miel.'}
{'step': 'Ajoutez un peu de granola ou des noix sur le dessus pour ajouter du croquant.'}",897.0,213.3,903.0,214.5,276.546,22.3776,22.9876,40.647,22.68,34.218,12.649,1.0177,10.345,5.771999999999999,0.8859,4.3604,0.835,3.94,0.69,2.9649,0.0,2.16,36.0034,0.2374,323.1653,47.35000000000001,0.54757,1.2278,45.935,93.3946,1.7036,381.276,670.7629999999999,28.63,91.6131,2.27058,57.99999999999999,380.0,3.128,1.37,3.0,0.0,22.318,0.215,0.5684899999999999,0.8731,1.47449,0.25832,128.42,0.8,https://zyllio.github.io/zyllio-samples/recipies/menus/images/30.jpg
31,"Salade de lentilles, avocat et roquette","Une salade fraîche et nourrissante avec lentilles, avocat, roquette et concombre, assaisonnée d'une vinaigrette au tahini.",2,personnes,2,2,Méthode ami,Déjeuner,15,25,11,"100 gramme Lentilles blondes
1 Avocat, mûr, coupé en dés
1 poignée Roquette
0.5 Concombre, coupé en dés
2 Oignons verts, émincés","Cuisez les lentilles Programmer couvercle fermé, pendant 7 minutes, puissance 3, programme légumes secs pression 7
Dans un saladier, combinez les lentilles refroidies, l'avocat, la roquette, le concombre, et les oignons verts.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",681.6,165.45,681.6,165.45,201.435,16.024,16.024,30.4325,16.9905,5.2675,1.6625,0.05475,1.425,0.5,0.5075000000000001,1.6225,19.335,10.53,0.40425,4.82,0.0,1.073,0.375,0.15465,108.95,83.1,0.57235,4.490595000000001,30.225,90.05,0.95975,261.125,1035.95,48.65,38.2,2.14975,0.0,503.85,0.125,1.8915,60.95999999999999,0.0,13.2625,0.2537,0.1118,2.3605,2.029500000000001,0.44715,157.425,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/31.jpg
32,Filets de poisson à la vapeur avec légumes,"Des filets de poisson blanc cuits à la vapeur accompagnés de légumes frais, assaisonnés de thym, romarin, citron, et arrosés d'huile d'olive.",2,personnes,2,3,Méthode ami,Dîner,10,20,11,"2 Filets de poisson blanc, comme le cabillaud ou le tilapia
1 Courgette, coupée en rondelles
1 Carotte, coupée en julienne
0.5 Poivron rouge, coupé en lanières
1 Citron, jus
1 pincée Herbes fraîches, thym, romarin
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive","Assaisonnez les filets de poisson avec du sel, du poivre, des herbes fraîches, et un filet de jus de citron.
Disposez les légumes et les filets de poisson dans le panier à vapeur.
Ajoutez 300 ml d'eau dans la cuve du Thermochef.
Programmer le menu pression, couvercle fermé, pression 6, puissance 3 pendant environ 10 minutes, jusqu'à ce que le poisson soit cuit à cœur et que les légumes soient tendres.
Servez immédiatement, arrosé d'un peu d'huile d'olive et de jus de citron supplémentaire si désiré.",904.265,213.516,904.265,213.516,297.095635,35.09269999999999,35.09269999999999,6.78475,4.079499999999999,5.423049999999999,2.34115,0.00075,2.0112,0.2,0.2,1.1861,0.29095,3.3256,0.70150525,4.21585,0.0,2.4360572,95.4,1.87363,82.0615,546.8375,0.18005,1.30235,116.999,68.35375,0.37765,351.687,899.2045,69.13669999999999,750.5915,1.41984,12.27645,2456.015,2.3862527,2.61935,20.295,0.0,82.485,0.176925,0.3040499999999999,3.98165,0.7389,0.6566749999999999,116.359,2.88,https://zyllio.github.io/zyllio-samples/recipies/menus/images/32.jpg
33,Bowl de quinoa aux fruits,"Un savoureux bowl de quinoa garni de fruits frais et de graines de chia, idéal pour un petit déjeuner nutritif ou une collation saine.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,20,12,"100 gramme Quinoa
300 millilitre Eau
1 Pomme, coupée en dés
1 Banane, tranchée
1 poignée Baies, (fraises, myrtilles, framboises)
1 cuillère à soupe Graines de chia
1 cuillère à soupe Miel, optionnel","Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en menu riz mode 2 couvercle fermé, 1 mesure de quinoa pour 1.5 mesure d’eau.
Laissez le quinoa refroidir légèrement, puis répartissez-le dans des bols.
Garnissez avec la pomme, la banane, les baies, et saupoudrez de graines de chia.
Arrosez de miel ou de sirop de yacon pour une touche de douceur si désiré.",541.47,127.895,538.47,127.395,184.047,4.8292,5.1942,47.2933,3.183,28.7305,12.9115,0.3755,9.116,0.168,0.47445,6.411200000000001,14.436,9.428999999999998,0.295,1.86805,0.0,0.4217,0.0,0.025595,80.36165,106.132,0.276735,2.01295,12.5775,87.54480000000001,0.993,190.698,534.3865,30.525,10.04655,1.12384,0.0,60.11499999999999,0.0,1.1322,2.6645,0.0,52.59990000000001,0.16966,0.08744500000000001,1.17385,0.659395,0.22836,62.855,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/33.jpg
34,Salade de pois chiches et légumes croquants,Une salade saine et colorée avec des pois chiches et des légumes frais accompagnée d'une vinaigrette au tahini.,2,personnes,1,2,Méthode ami,Déjeuner,15,17,12,"1 boîte Pois chiches, rincés et égouttés
1 Concombre, coupé en dés
2 Carottes, râpées
1 Poivron rouge, coupé en dés
Persil frais, haché, au goût
Huile d'olive, au goût
Tahini, au goût
1 pincée Ail
Sel, au goût
1 pincée Poivre","Dans un grand saladier, mélangez les pois chiches, le concombre, les carottes, le poivron, et le persil.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini pour obtenir une sauce onctueuse. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",1640.2,390.73,1640.2,390.73,382.4513850000001,20.21580000000001,20.41080000000001,48.90250000000001,13.34825,9.7747,3.99515,0.00075,3.4247,0.651,0.666,2.7986,31.51825,21.84,2.061,3.77825,0.0,0.8507,0.0,0.65537,218.1765,405.9265,0.7047000000000001,3.781850000000001,66.28399999999999,128.7295,2.18635,402.5475,883.9670000000001,80.70499999999998,256.9735000000001,2.91364,0.05,4791.565,0.5087499999999999,5.927049999999999,66.1865,0.0,109.895,0.30385,0.2066,1.4068,1.0064,0.5361499999999999,289.2395,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/34.jpg
35,Riz aux légumes et tofu,"Un plat équilibré et savoureux combinant riz complet, légumes frais et tofu ferme.",2,personnes,2,2,Méthode ami,Dîner,10,30,12,"150 gramme Riz complet
300 millilitre Eau
200 gramme Tofu ferme, coupé en dés
1 Courgette, coupée en dés
1 Carotte, coupée en dés
1 Poivron rouge, coupé en lanières
1 Sauce soja, pour assaisonner
1 Huile de sésame","Cuisez le riz dans le Thermochef 1 mesure de riz pour 1 mesure et demi d'eau, couvercle fermé, menu mode 4 et réservé.
Faire revenir le tofu en menu Thermogrill, couvercle ouvert, puissance 3 pendant 5, dans un peu d'huile de sésame jusqu'à ce qu'il soit doré.
Ajoutez les légumes et continuez de faire sauter jusqu'à ce qu'ils soient tendres mais encore croquants.
Mélangez le tofu et les légumes avec le riz cuit, assaisonnez avec un peu de sauce soja, et servez chaud.",1505.72,358.67,1481.47,352.92,354.461,23.2292,24.6567,38.1961,10.584,8.5868,3.637,0.1,3.569999999999999,0.45,0.6719999999999999,1.948,23.8825,6.9864,0.899,16.8735,0.0,0.512184,0.8699999999999999,13.85675,158.502,113.9425,0.44206,4.4903,57.38,224.838,2.3604,459.17,1031.53,62.98,5542.85,2.521,0.0,2616.75,0.25,3.5505,20.778,0.0,109.6375,0.18779,0.3409,3.3467,1.0416,0.6363,171.19,0.0705,https://zyllio.github.io/zyllio-samples/recipies/menus/images/35.jpg
36,Bowl de petit épeautre aux fruits secs,"Un bowl nutritif à base de petit épeautre, agrémenté de fruits secs et de graines, idéal pour un repas léger ou un petit-déjeuner énergétique.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,25,13,"100 gramme Petit épeautre
150 millilitre Eau
1 poignée Raisins secs
1 poignée Abricots secs, coupés en petits morceaux
1 cuillère à soupe Graines de tournesol
1 cuillère à soupe Miel ou sirop de yacon, optionnel","Rincez le petit épeautre sous l'eau froide.
Mettez le petit épeautre et l'eau dans le Thermochef, couvercle fermé, et cuisez à menu légumes sec, 1 mesure de petit épeautre pour 1.5 mesure d’eau, pression 7, puissance 2, pendant 16 minutes.
Laissez le petit épeautre refroidir légèrement, puis répartissez-le dans des bols.
Garnissez avec les raisins secs, les abricots secs, et les graines de tournesol.
Arrosez de miel ou de sirop de yacon pour une touche de douceur si désiré.",1971.25,466.35,1961.25,464.35,26.936,15.1123,16.4673,109.2185,14.4725,70.9085,32.0545,0.3905,32.0775,0.2,2.94395,3.6202,27.70625,12.3225,7.682500000000001,4.17595,0.0,0.792,0.0,0.0272,93.32015000000001,20.0,0.997035,4.943900000000001,21.1775,187.2973,2.2223,389.438,1434.4315,22.94225,10.66905,2.78104,0.0,714.625,0.25,12.83375,10.565,0.0,0.8989999999999999,0.6809999999999999,0.108245,5.2333,1.009945,0.600835,138.08625,0.0081,https://zyllio.github.io/zyllio-samples/recipies/menus/images/36.jpg
37,Salade de lentilles beluga à l'avocat,"Une salade nutritive combinant des lentilles beluga, de l'avocat, du concombre et de la roquette avec une vinaigrette au tahini.",2,personnes,2,3,Méthode ami,Déjeuner,15,25,13,"100 gramme Lentilles beluga
300 millilitre Eau
1 Avocat, coupé en dés
1 Concombre, coupé en dés
1 poignée Roquette
Vinaigrette, mélange d'huile d'olive et de tahini, pointe d’ail ,sel, et poivre, au goût","Rincez les lentilles sous l'eau froide.
Cuisez les lentilles en programmant le Thermochef: couvercle fermé, pendant 7 minutes, puissance 3, programme légumes secs pression 7.
Laissez les lentilles refroidir.
Mélangez les lentilles avec l'avocat, le concombre, et la roquette dans un saladier.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",730.95,177.15,730.95,177.15,229.725,15.6175,15.6175,30.4765,17.793,4.1175,1.395,0.05475,0.935,0.155,0.26,0.6750000000000002,26.16625,7.903499999999999,0.4335,4.81375,0.0,1.163,0.3925,0.2189,107.05,85.75,0.5523,4.158999999999999,16.3,81.55,1.072,244.975,1008.45,37.25,82.05000000000001,2.1955,0.525,509.5,0.0,2.504,73.145,0.0,19.5125,0.4331999999999999,0.1963,2.648,2.23065,0.481125,229.0145,0.000925,https://zyllio.github.io/zyllio-samples/recipies/menus/images/37.jpg
38,Riz aux épinards et pois chiches,"Un plat végétarien santé, riche en protéines et en saveurs, avec une combinaison parfaite de riz, épinards et pois chiches.",2,personnes,2,2,Méthode ami,Dîner,10,30,13,"150 gramme Riz basmati
300 millilitre Eau
200 gramme Pois chiches, cuits
200 gramme Épinards, frais
1 Oignon, émincé
2 Gousses d'ail, émincées
1 cuillère à café Cumin
Huile d'olive, au goût
Sel, au goût
Poivre, au goût","Cuisez le riz dans le Thermochef avec1 mesure de riz pour une mesure et demie d’eau, couvercle fermé, mode riz 2, réserve.
Faire revenir en menu Thermogrill, couvercle ouvert, puissance 3 pendant 5, dans un peu d'huile d'olive l'oignon et l'ail jusqu'à ce qu'ils soient translucides.
Ajoutez les pois chiches, les épinards, et le cumin. Cuisez jusqu'à ce que les épinards soient flétris.
Mélangez le riz cuit avec le mélange de pois chiches et épinards. Assaisonnez avec du sel et du poivre avant de servir.",1120.55,266.5,1118.3,265.75,253.8872349999999,13.9513,14.0563,42.4675,7.032999999999999,3.0892,1.29615,0.07175,1.2352,0.606,0.606,1.3031,34.7905,12.5775,0.515,3.6197,0.0,0.1933,0.0,0.750145,218.8615,470.409,0.4204499999999999,5.808195,44.609,111.552,2.49765,237.4875,824.392,37.4525,298.496,2.41214,0.0,5687.809999999999,0.4525,4.31535,526.5554999999999,0.0,44.0195,0.19615,0.2731500000000001,1.0711,0.5124,0.39605,313.7695,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/38.jpg
39,Porridge de millet aux pommes et cannelle,"Un porridge réconfortant et épicé avec des pommes et de la cannelle, idéal pour un petit-déjeuner nourrissant.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,20,14,"100 gramme Millet
500 millilitre Lait d'amande ou d'eau
1 Pomme, coupée en petits dés
1 cuillère à café Cannelle
1 cuillère à soupe Miel ou sirop de yacon, optionnel","Rincez le millet sous l'eau froide.
Mettez le millet, le lait d'amande (ou l'eau), les dés de pomme, et la cannelle dans le Thermochef, couvercle fermé.
Cuire à l'aide du menu ragout, puissance pendant 10 minutes à la pression 4.
Servez chaud, arrosé de miel ou de sirop de yacon pour une touche de douceur si désiré.",256.0,60.42999999999999,253.5,59.92999999999999,351.704,2.04,2.165,28.7535,0.6997,15.4782,8.6706,0.3255,5.035399999999999,0.0,0.15645,1.1654,0.0375,2.231,0.0,0.93095,0.0,0.3451,0.0,0.025575,34.16265,45.75,0.158435,0.56635,0.2025,30.3748,0.3558499999999999,62.028,133.7665,8.581,8.65655,0.53434,0.0,18.17,0.0,0.3107,2.2545,0.0,4.8095,0.06722,0.062905,0.7581,0.155095,0.10226,14.27,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/39.jpg
40,Salade de quinoa aux légumes rôtis,"Une délicieuse salade de quinoa avec des légumes rôtis, assaisonnée d'une vinaigrette au tahini.",2,personnes,2,3,Méthode ami,Déjeuner,15,30,14,"100 gramme Quinoa
1 Courgette, coupée en dés
1 Poivron rouge, coupé en dés
1 Oignon rouge, coupé en quartiers
Huile d'olive, pour rôtir, au goût
Huile d'olive, pour la vinaigrette, au goût
Tahini, au goût
1 pincée Ail
Sel, au goût
1 pincée Poivre","Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en 'menu riz mode 2 couvercle fermé', avec 1 mesure de quinoa pour 1.5 mesure d'eau. Réservez.
Placez les légumes dans la cuve, arrosez d'un peu d'huile d'olive, et faites rôtir au 'menu Thermogrill puissance 3', pendant 15 minutes.
Mélangez le quinoa cuit avec les légumes rôtis.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, puis assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",693.9,165.655,690.9,165.155,274.406385,6.790550000000001,7.155550000000002,27.1855,10.783,10.19095,4.522650000000001,0.05075,3.9022,0.651,0.651,1.9746,12.86425,7.5625,0.7665,2.80775,0.0,0.5407,0.0,0.632645,80.13150000000002,397.1265,0.31504,1.911521,26.849,75.44324999999999,0.8666,240.88,721.5245000000001,28.8525,252.341,1.58014,0.0,599.5649999999999,0.015,4.3318,11.014,0.0,112.08,0.29635,0.2771,1.28905,0.81765,0.5748999999999999,156.5295,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/40.jpg
41,Curry de légumes au lait de coco,"Un savoureux curry de légumes relevé au lait de coco, préparé avec un Thermochef pour une touche de facilité et d'exotisme.",2,personnes,2,2,Méthode ami,Dîner,10,25,14,"1 Aubergine, coupée en dés
1 Carotte, coupée en rondelles
1 Poivron rouge, coupé en lanières
200 millilitre Lait de coco
1 cuillère à soupe Pâte de curry
1 cuillère à café Curcuma
Huile de coco, au goût
Sel, au goût
Poivre, au goût","Dans le Thermochef, faites revenir la pâte de curry avec un peu d'huile de coco, couvercle ouvert, menu Thermogrill, puissance 3 pendant 2 minutes pour libérer les arômes.
Ajoutez les légumes, le curcuma, et mélangez bien pour les enrober des épices.
Versez le lait de coco, assaisonnez avec du sel et du poivre, puis cuisez à couvercle fermé, menu ragout 10 minutes, pression 5, puissance 2.
Servez chaud, accompagné de riz basmati ou de quinoa.",477.9,115.365,477.9,115.365,317.119135,6.622300000000001,7.222300000000001,18.52025,42.06950000000001,16.2738,4.499650000000001,0.00075,4.26775,0.215,0.215,1.4514,0.5049999999999999,17.589,0.875,3.345003,0.0,0.6794,0.5625,0.6729225,45.989,397.25,0.6681250000000001,3.92445,22.34025,67.08825,2.3236,188.4625,1028.4345,20.8525,268.5535,1.61539,0.75,2517.29,0.2525,4.4377,10.764,0.0,98.58825,0.191555,0.1703,2.2083,0.9802500000000001,0.47625,150.164,0.0105,https://zyllio.github.io/zyllio-samples/recipies/menus/images/41.jpg
42,Galettes d'avoine aux myrtilles,"Des galettes saines et savoureuses aux flocons d'avoine et myrtilles, sucrées au miel ou sirop d'érable.",2,personnes,2,2,Méthode ami,Petit déjeuner,10,15,15,"100 gramme Flocons d'avoine
200 millilitre Lait d'amande
1 Œuf
1 poignée Myrtilles fraîches
1 cuillère à soupe Miel, ou de sirop d'érable
Huile de coco, pour la cuisson, au goût","Dans un bol, mélangez les flocons d'avoine, le lait d'amande et l'œuf jusqu'à obtenir une pâte homogène.
Incorporez délicatement les myrtilles à la préparation.
Faites chauffer un peu d'huile de coco couvercle ouvert, menu Thermogrill, puissance 3.
Versez une petite quantité de pâte pour former chaque galette.
Cuisez jusqu'à ce que les bords soient fermes et que des bulles apparaissent sur le dessus, puis retournez-les pour cuire l'autre côté jusqu'à dorure.
Servez chaud avec un filet de miel ou de sirop d'érable.",842.3,202.515,840.8,202.115,153.413,5.955299999999999,6.045299999999999,20.046,14.066,13.0735,6.563499999999999,0.4355,5.881,0.1,0.29395,0.4422,6.113499999999999,2.43,0.0163,0.727953,0.0,0.6355000000000001,99.5,0.135675,39.23265000000001,0.0,0.128185,1.1679,25.6775,27.6973,0.51655,111.488,141.5315,21.6995,54.38155,0.9447900000000001,45.5,19.4,0.72,2.574,9.7475,0.0,4.948999999999999,0.0834,0.162195,0.4913,0.6367450000000001,0.08306,19.41,0.3625,https://zyllio.github.io/zyllio-samples/recipies/menus/images/42.jpg
43,Salade de chou kale et patate douce,Une salade gourmande et nutritive mêlant la douceur de la patate douce et la fraîcheur du chou kale.,2,personnes,2,3,Méthode ami,Déjeuner,15,25,15,"1 Patate douce, coupée en dés
200 gramme Chou kale, haché
1 Avocat, coupé en dés
1 poignée Graines de courge
Vinaigrette, mélange d'huile d'olive, tahini, pointe d’ail, sel, et poivre, au goût","Placez les dés de patate douce dans la cuve, arrosez d'un peu d'huile d'olive.
Programmer le menu Thermogrill, puissance 3, couvercle fermé, 15 minutes.
Dans un grand saladier, mélangez le chou kale, l'avocat, et les graines de courge.
Ajoutez les patates douces rôties à la salade.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, puis assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",903.25,218.85,903.25,218.85,231.781,12.0135,13.0935,9.3085,29.64,4.7525,1.565,0.05475,1.971,0.155,0.161,1.272,4.06525,11.6885,0.41,5.44475,0.0,1.215,0.3925,0.7441000000000001,145.95,53.75,0.5455,3.945,20.8,176.45,1.4715,367.025,930.05,18.11,95.95,2.559,0.525,827.3,0.0,2.591,135.805,0.0,83.4675,0.275,0.182,3.688,1.28365,0.402725,161.4645,0.080925,https://zyllio.github.io/zyllio-samples/recipies/menus/images/43.jpg
44,Quinoa aux légumes et aux noix,"Une recette saine et nutritive mariant le quinoa, des légumes frais et des noix croquantes.",2,personnes,2,3,Méthode ami,Dîner,10,20,15,"100 gramme Quinoa
200 millilitre Eau
1 Courgette, coupée en dés
1 Carotte, coupée en dés
1 Poivron rouge, coupé en dés
1 poignée Noix, hachées
Huile d'olive, au goût
Sel, au goût
1 pincée Poivre","Rincez le quinoa sous l'eau froide.
Cuisez le quinoa 3 minutes en menu riz mode 2 couvercle fermé, 1 mesure de quinoa pour 1.5 mesure d’eau. Réservé.
Mettez les légumes avec un peu d'huile d'olive dans la cuve. Programmer le menu Thermogrill, puissance 3, couvercle ouvert, 15 minutes, faites sauter les légumes jusqu'à ce qu'ils soient tendres mais encore croquants.
Mélangez le quinoa cuit avec les légumes sautés et les noix hachées. Assaisonnez avec du sel et du poivre avant de servir.",641.3,152.65,638.3,152.15,227.792635,7.891500000000001,8.631499999999999,25.312,13.385,7.7182,3.36615,0.11075,2.9162,0.31,0.31,1.6811,12.6175,7.3235,0.889,2.6102,0.0,0.3513,0.0,0.561155,70.7215,364.265,0.4845,1.9152,28.249,98.617,1.50085,233.3475,689.5920000000001,37.1825,223.696,1.72664,0.0,2634.39,0.0825,4.26215,10.5945,0.0,108.915,0.2146,0.24805,0.9662999999999999,0.9971,0.5394,169.659,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/44.jpg
45,Smoothie bowl aux épinards et mangue,"Un délicieux smoothie bowl onctueux et nutritif aux épinards, mangue et banane, parfait pour un petit-déjeuner équilibré ou une collation rafraîchissante.",2,personnes,1,2,Méthode ami,Petit déjeuner,5,0,16,"1 Mangue, coupée en dés et congelée
1 Banane
1 poignée Épinards frais
200 millilitre Lait d'amande
1 cuillère à soupe Graines de chia","Dans le blender, combinez la mangue congelée, la banane, les épinards, et le lait d'amande.
Mixez jusqu'à obtenir une consistance lisse et onctueuse.
Versez le smoothie dans des bols et garnissez avec les tranches de banane, les myrtilles, et un peu de granola pour ajouter du croquant.",925.47,219.02,925.47,219.02,295.364,4.2534,4.448399999999999,38.1673,6.4405,31.837,8.3049,0.11065,4.1627,0.5680000000000001,0.5680000000000001,19.6483,4.7565,7.484500000000001,1.18,1.7646,0.0,5.5747,0.0,0.10952,94.124,99.932,0.2827,1.4188,67.31,73.72000000000001,0.7567000000000002,116.79,584.355,66.815,43.245,0.8058000000000001,0.0,2378.315,0.25,4.997699999999999,81.382,0.0,54.7434,0.12646,0.08195000000000001,2.33055,0.5529000000000001,0.3227,173.295,0.0,https://zyllio.github.io/zyllio-samples/recipies/menus/images/45.jpg
46,Salade de brocoli et amandes,"Une salade croquante de brocoli mélangée avec des amandes effilées et des cranberries séchées, assaisonnée d'une vinaigrette au tahini.",2,personnes,1,2,Méthode ami,Déjeuner,15,0,16,"1 Tête de brocoli, coupée en petits bouquets
0.25 tasse Amandes effilées, légèrement grillées
0.25 tasse Cranberries séchées
Vinaigrette, mélange d'huile d'olive, tahini, un peu d'eau pour diluer, pointe d’ail, sel, et poivre, au goût","Mettre les brocolis dans le panier vapeur sur la grille, mettre 300 ml d’eau au fond de la cuve, programmer le menu pression 2 minutes, pression 5, puissance 3.
Dans un saladier, combinez le brocoli, les amandes effilées, et les cranberries séchées.
Préparez la vinaigrette en mélangeant l'huile d'olive et le tahini, ajoutez un peu d'eau pour obtenir la consistance désirée. Assaisonnez avec du sel et du poivre.
Versez la vinaigrette sur la salade et mélangez bien avant de servir.",220.3125,52.03125,220.3125,52.03125,226.14125,12.316625,12.791625,17.49025,9.078750000000001,16.2225,6.2925,0.040625,6.23,0.420625,0.5034375,2.82375,0.1071875,9.711625,0.0015625,3.0028125,0.0,3.0484375,0.0175,0.18790625,149.0,266.875,0.2742499999999999,2.366,5.0,89.409375,1.2706875,256.996875,1004.3125,8.375,74.15625,1.4498125,0.525,906.588125,0.0703125,6.01,455.8653125000001,0.0,265.153125,0.20909375,0.3380625,2.321874999999999,2.0583375,0.5021625000000001,398.44575,0.000925,https://zyllio.github.io/zyllio-samples/recipies/menus/images/46.jpg
