Nom,Fichier,Catégorie,Ingrédients,Id,Description,Préparation
"Legumes, seitan, persil et menthe facon thermochef",https://30minutesparjour.com/recettes-audio/fr/LEGUMES%2C%20SEITAN%2C%20PERSIL%20ET%20MENTHE%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"1 chou chinois coupé en lanières
3 carottes épluchées et coupées en cubes
2 navets boule d’or épluchés et coupés en cubes
1 oignon émincé
150 g de seitan coupé en petits dés
2 cuillères à soupe d’huile d’olive
1 cuillère à soupe de curry Madras
1 cuillère à café de beurre clarifié (ghee)
2 à 3 brins de persil frais
1 à 2 brins de menthe fraîche
1 pincée de sel
Poivre du moulin selon goût
chou chinois coupe en
seitan coupe en petits
soupe de curry madras
cafe de beurre clarifie
3 brins de persil
2 brins de menthe",70,,
Naan a l'ail et coriandre facon thermochef,https://30minutesparjour.com/recettes-audio/fr/NAAN%20A%20L%E2%80%99AIL%20ET%20CORIANDRE%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"250g de farine
120ml d’eau tiède
1 yaourt nature lait entier
1 cuillère à café de levure sèche
1 cuillère à soupe d’huile d’olive
2 gousses d’ail finement hachées
2 cuillères à soupe de coriandre fraîche hachée
1 pincée de sel",71,,
Naan au fromage facon thermochef,https://30minutesparjour.com/recettes-audio/fr/NAAN%20AU%20FROMAGE%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"250g de farine
120ml d’eau tiède
1 yaourt nature lait entier
1 cuillère à café de levure sèche
1 cuillère à soupe d’huile d’olive
100g de fromage râpé (mozzarella ou cheddar)
1 pincée de sel",72,,
Navarin d'agneau printanier au thermochef,https://30minutesparjour.com/recettes-audio/fr/NAVARIN%20D%E2%80%99AGNEAU%20PRINTANIER%20AU%20THERMOCHEF.mp3,Plats,"800 g d’épaule d’agneau coupée en morceaux
4 carottes coupées en rondelles
3 navets coupés en quartiers
2 oignons émincés
2 gousses d’ail hachées
200 g de petits pois surgelés non précuit
150 ml de vin blanc sec
300 ml de bouillon de volaille
2 cuillères à soupe de concentré de tomates
2 cuillères à soupe d’huile d’olive
1 bouquet garni (thym, laurier)
Sel et poivre au goût",73,,
Omelette pomme de terre et oignon facon thermochef,https://30minutesparjour.com/recettes-audio/fr/OMELETTE%20POMME%20DE%20TERRE%20ET%20OIGNON%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"4 pommes de terre moyennes
1 gros oignon
1 cuillère à soupe d’huile d’olive
4 œufs entiers
Sel aux herbes (Herbamare) ou sel classique
Poivre du moulin
Préparation :
Préparer les légumes :
Coupez les pommes de terre en fines lamelles.
Émincez l’oignon.
Faire revenir les légumes :
Versez la cuillère d’huile d’olive au fond de la cuve du Thermochef.
Ajoutez les pommes de terre et les oignons.
Assaisonnez avec un peu de sel Herbamare ou de sel classique, et poivrez. (Attention : poivrer avant la cuisson
accentue le goût piquant en raison des huiles essentielles contenues dans le poivre. Vous pouvez poivrer après, selon
vos goûts.)
Mélangez bien.
Fermez le couvercle et programmez le menu Thermogrill pendant 12 minutes, puissance 3.
Préparer les œufs :
Pendant la cuisson des légumes, cassez les œufs dans un bol et battez-les en omelette.
(Facultatif : ajoutez un peu de crème pour une texture plus onctueuse, selon vos préférences.)
Assembler et cuire l’omelette :
Une fois les pommes de terre et les oignons cuits, ouvrez le couvercle et mélangez avec les œufs battus directe
ment dans la cuve.
Pour une omelette façon tortilla :
Fermez le couvercle et programmez le menu Thermogrill pendant 2 minutes, puissance 1.
Pour une omelette baveuse :
Programmez le menu Thermogrill pendant 2 minutes, puissance 3, couvercle ouvert, poignée fermée.
Laissez cuire jusqu’à la consistance souhaitée.
Astuces et variantes :
Vous pouvez varier les ingrédients selon vos envies : champignons, jambon, ail, persil, etc.
Bonne dégustation !",74,,
One pot fusilli chorizo et poivrons facon thermochef,https://30minutesparjour.com/recettes-audio/fr/ONE%20POT%20FUSILLI%20CHORIZO%20ET%20POIVRONS%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"4 mugs de fusilli
200g de chorizo, coupé en rondelles
1 poivron rouge, coupé en lanières
1 poivron jaune, coupé en lanières
2 gousses d'ail, émincées
400g de tomates concassées en conserve
Huile d'olive
Sel avec prudence et poivre
Feuilles de basilic frais pour garnir
400g de fusilli
Sel et poivre au goût",75,,
One pot linguine aux fruits de mer facon thermochef,https://30minutesparjour.com/recettes-audio/fr/ONE%20POT%20LINGUINE%20AUX%20FRUITS%20DE%20MER%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"400g de linguine
300g de fruits de mer assortis (moules, crevettes, calamars)
2 gousses d’ail, émincées
200g de tomates cerises, coupées en deux
1 verre de vin blanc
Persil frais haché
Huile d’olive
Sel et poivre au goût",76,,
One pot penne bolognaise facon thermochef,https://30minutesparjour.com/recettes-audio/fr/ONE%20POT%20PENNE%20BOLOGNAISE%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"4 mugs de penne (cuisson 10 minutes sur le paquet)
500g de viande hachée (bœuf ou mélange bœuf/porc)
1 oignon, finement haché
2 gousses d'ail, émincées
800g de tomates concassées en conserve
100g de carottes, coupées en petits dés
100g de céleri, coupé en petits dés
1 cuillère à soupe de concentré de tomate
Sel, poivre, et herbes de Provence au goût
Huile d'olive
100g de parmesan râpé pour servir
300g de penne (cuisson 10 minutes sur le paquet)",77,,
Paella au thermochef,https://30minutesparjour.com/recettes-audio/fr/PAELLA%20AU%20THERMOCHEF.mp3,Plats,"300 g de riz long
4 ailes de poulet
1/4 de chorizo, coupé en rondelles
150 g de crevettes
100 g de moules
4 langoustines
100 g d’encornets, coupés en rondelles
100 g de petits pois
1/2 poivron rouge, coupé en dés
1/2 poivron vert, coupé en dés
1/2 oignon, émincé
10 cl de vin blanc
1 cube de bouillon de volaille, dissous dans 600 ml d’eau
10 cl d’huile d’olive
1 dose de safran
2 branches de persil plat, haché
Sel et poivre, au goût
iles de poulet
ngoustines",78,,
"Pates au jambon, courgettes, champignons et sauce tomate au thermochef",https://30minutesparjour.com/recettes-audio/fr/PATES%20AU%20JAMBON%2C%20COURGETTES%2C%20CHAMPIGNONS%20ET%20SAUCE%20TOMATE%20AU%20THERMOCHEF.mp3,Plats,"pâtes
jambon
courgettes
champignons
tomates",79,,
"Pave de merlu, farfalles aux legumes et lait de coco au thermochef",https://30minutesparjour.com/recettes-audio/fr/PAVE%20DE%20MERLU%2C%20FARFALLES%20AUX%20LEGUMES%20ET%20LAIT%20DE%20COCO%20AU%20THERMOCHEF.mp3,Plats,"2 pavés de merlu congelés
200 grammes de farfalles (cuisson : 12 minutes)
1 demi-poivron rouge émincé
50 grammes de champignons de Paris émincés
50 grammes de têtes de brocoli
1 tomate Roma moyenne en rondelles
10 cl de vin blanc
50 cl de lait de coco sans sucre
Sel et poivre
Une pincée de piment de Cayenne ou d’Espelette",80,,
Piperade aux oeufs facon thermochef,https://30minutesparjour.com/recettes-audio/fr/PIPERADE%20AUX%20%C5%92UFS%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"800 g de tomates
4 oeufs
4 piments rouges
2 poivrons verts
2 oignons
3 cuilleres a soupe d huile d olive
1 cuillere a soupe de sucre en poudre
1 pincee de sel
1 pincee de poivre",81,,
Pommes de terre aux merguez et champignons au thermochef,https://30minutesparjour.com/recettes-audio/fr/POMMES%20DE%20TERRE%20AUX%20MERGUEZ%20ET%20CHAMPIGNONS%20AU%20THERMOCHEF.mp3,Plats,"pommes de terre
merguez
champignons",82,,
Pommes de terre sautees facon thermochef,https://30minutesparjour.com/recettes-audio/fr/POMMES%20DE%20TERRE%20SAUTEES%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"3 pommes de terre moyennes, coupées en fines lamelles
1 oignon, émincé
2 gousses d’ail, hachées
1 cuillère à soupe d’huile d’olive
Quelques brins de persil frais, hachés
1 pincée de thym
Sel et poivre, au goût
quelques brins de persil",83,,
Pot-au-feu facon thermochef,https://30minutesparjour.com/recettes-audio/fr/POT-AU-FEU%20FACON%20THERMOCHEF.mp3,Plats,"1,2 kg de viande de bœuf (joue, macreuse, paleron)
3 pommes de terre épluchées et coupées en morceaux
3 poireaux coupés en tronçons
4 carottes coupées en rondelles ou en bâtonnets
3 navets épluchés et coupés en quartiers
1 branche de céleri coupée en morceaux
1 oignon piqué de 3 clous de girofle
1 bouquet garni (thym, laurier, persil)
1 pincée de gros sel
Poivre au goût
Eau pour couvrir les ingrédients
boeuf
poireau",84,,
Poulet roti au thermochef epice cajun,https://30minutesparjour.com/recettes-audio/fr/poulet%20roti%20au%20thermochef%20epice%20cajun.mp3,Plats,"1 poulet fermier de 1,750 kg
2 cuillères à soupe d’huile d’olive
2 cuillères à soupe d’épices cajun
Sel et poivre (facultatif)
poulet fermier de 1
soupe d'epices cajun",85,,
Quinoa aux legumes facon thermochef,https://30minutesparjour.com/recettes-audio/fr/QUINOA%20AUX%20LEGUMES%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"300 g de quinoa
1 brocoli
1 courgette
1 pot de haricots verts fins
1 tomate
1 gousse d’ail
2 cuillères à soupe d’huile d’olive
Sel et poivre au goût
pot de haricots verts",86,,
Ratatouille en deux temps au thermochef,https://30minutesparjour.com/recettes-audio/fr/RATATOUILLE%20EN%20DEUX%20TEMPS%20AU%20THERMOCHEF.mp3,Plats,"tomates
courgettes
aubergines
poivrons
oignons
ail
huile d olive",87,,
Ratatouille facon thermochef,https://30minutesparjour.com/recettes-audio/fr/RATATOUILLE%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"2 courgettes
2 gousses d’ail
1 aubergine
2 poivrons
3 tomates
1 oignon
1 bouquet garni (thym, laurier)
2 cuillères à soupe d’huile d’olive
Sel (préférence Herbamare)
Poivre
ubergine",88,,
Riz aux artichauts et citron facon thermochef,https://30minutesparjour.com/recettes-audio/fr/RIZ%20AUX%20ARTICHAUTS%20ET%20CITRON%20FACON%20THERMOCHEF.mp3,Plats,"2 mesurettes ThermoChef de riz thaï
3 mesurettes ThermoChef d'eau
200 g de cœurs d'artichauts coupés en quartiers
Le zeste et le jus d'un citron
2 gousses d'ail émincées
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz thai cuisson 14 minutes
Zeste et jus d’1 citron
Sel et poivre au goût",89,,
Riz aux cepes et parmesan facon thermochef,https://30minutesparjour.com/recettes-audio/fr/RIZ%20AUX%20CEPES%20ET%20PARMESAN%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef d'eau ou de bouillon de légumes doux
200 g de cèpes nettoyés et coupés en morceaux
1 échalote émincée
2 gousses d'ail émincées
50 g de parmesan râpé
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz basmati
1 échalote, hachée
Sel et poivre au goût",90,,
Riz aux crevettes epicees facon thermochef,https://30minutesparjour.com/recettes-audio/fr/RIZ%20AUX%20CREVETTES%20EPICEES%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de bouillon de légumes
400 g de crevettes décortiquées
1 oignon émincé
2 gousses d'ail émincées
1 poivron rouge coupé en petits dés
1 cuillère à soupe de paprika fumé
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz basmati
1 oignon, haché
1.5 tasses de bouillon de légumes
1 poivron rouge, coupé en dés
Sel et poivre au goût",91,,
Riz aux legumes du soleil facon thermochef,https://30minutesparjour.com/recettes-audio/fr/RIZ%20AUX%20LEGUMES%20DU%20SOLEIL%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"2 mesurettes ThermoChef de riz basmati
3 mesurettes ThermoChef de bouillon de légumes
2 carottes coupées en petits dés
1 courgette coupée en petits dés
1 poivron rouge coupé en petits dés
1 oignon finement émincé
2 gousses d'ail émincées
1 cuillère à soupe d'huile d'olive
Sel avec prudence
Poivre
1 tasse de riz basmati
2 carottes, coupées en dés
1 courgette, coupée en dés
1 poivron rouge, coupé en dés
1 oignon, haché
1 tasse et demi de bouillon de légumes
Sel et poivre au goût",92,,
Riz thai aux crevettes tout-en-un au thermochef,https://30minutesparjour.com/recettes-audio/fr/RIZ%20THAI%20AUX%20CREVETTES%20TOUT-EN-UN%20AU%20THERMOCHEF.mp3,Plats,"riz
crevettes
œuf
huile
sel
poivre",93,,
Roti de boeuf cuisson a coeur 55 degres au thermochef,https://30minutesparjour.com/recettes-audio/fr/roti%20de%20boeuf%20cuisson%20a%20coeur%2055%20degres%20au%20thermochef.mp3,Plats,roti de boeuf,94,,
Roti de porc cuisson a coeur 68 degres au thermochef,https://30minutesparjour.com/recettes-audio/fr/roti%20de%20porc%20cuisson%20a%20coeur%2068%20degres%20au%20thermochef.mp3,Plats,roti de porc,95,,
Roti de veau cuisson a coeur 60 degres au thermochef,https://30minutesparjour.com/recettes-audio/fr/roti%20de%20veau%20cuisson%20a%20coeur%2060%20degres%20au%20thermochef.mp3,Plats,roti de veau,96,,
Salade de quinoa aux legumes,https://30minutesparjour.com/recettes-audio/fr/Salade%20de%20quinoa%20aux%20legumes.mp3,Plats,"1 tasse de quinoa
2 carottes
1 concombre
1 poivron rouge
jus de 1 citron
3 cuillères à soupe d’huile d’olive
sel
poivre",97,,
Saucisses fumees aux lentilles au thermochef,https://30minutesparjour.com/recettes-audio/fr/SAUCISSES%20FUMEES%20AUX%20LENTILLES%20AU%20THERMOCHEF.mp3,Plats,"saucisses fumees
lentilles",98,,
Soupe d'asperges a la menthe facon thermochef,https://30minutesparjour.com/recettes-audio/fr/SOUPE%20D%E2%80%99ASPERGES%20A%20LA%20MENTHE%20FACON%20THERMOCHEF.mp3,Plats,"500 g d’asperges nettoyées et coupées en morceaux
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
1 bouquet de menthe fraîche
sel et poivre, avec prudence
500g d’asperges, nettoyées et coupées en morceaux
500ml de bouillon de légumes
Sel et poivre au goût",99,,
Soupe de champignons aux fines herbes facon thermochef,https://30minutesparjour.com/recettes-audio/fr/SOUPE%20DE%20CHAMPIGNONS%20AUX%20FINES%20HERBES%20FACON%20THERMOCHEF.mp3,Plats,"500 g de champignons de Paris nettoyés et tranchés
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
3 mesurettes ThermoChef de bouillon de légumes, soit environ 480 ml
1 bouquet de fines herbes hachées : persil, thym ou cerfeuil
sel et poivre, avec prudence
facultatif : 1 cuillère de crème fraîche au service
500g de champignons de Paris, nettoyés et tranchés
500ml de bouillon de légumes
1 bouquet de fines herbes (persil, thym, cerfeuil), hachées
Sel et poivre au goût
Crème fraîche pour servir (optionnel)",100,,
Soupe rapide de tomates et basilic facon thermochef,https://30minutesparjour.com/recettes-audio/fr/SOUPE%20RAPIDE%20DE%20TOMATES%20ET%20BASILIC%20FACON%20THERMOCHEF.mp3,Plats,"800 g de tomates mûres coupées en quartiers
1 oignon pelé et coupé en quatre
2 gousses d’ail pelées
500 ml de bouillon de légumes
1 bouquet de basilic frais
sel et poivre, avec prudence
800g de tomates mûres, coupées en quartiers
500ml de bouillon de légumes
Sel et poivre au goût",101,,
Soupe thaie au lait de coco facon thermochef,https://30minutesparjour.com/recettes-audio/fr/SOUPE%20THAIE%20AU%20LAIT%20DE%20COCO%20FACON%20THERMOCHEF.mp3,Plats,"400 ml de lait de coco
500 ml de bouillon de légumes
1 bâton de citronnelle écrasé
1 morceau de gingembre frais, épluché et coupé en rondelles
2 piments rouges épépinés et finement tranchés, ou moins selon la tolérance
200 g de champignons de Paris tranchés
1 blanc de poulet coupé en fines lanières régulières
le jus d’un citron vert
feuilles de coriandre fraîche pour le service
sel, avec prudence
400ml de lait de coco
500ml de bouillon de légumes
1 pouce de gingembre frais, épluché et coupé en
2 piments rouges, épépinés et finement tranchés
200g de champignons de Paris, tranchés
1 poitrine de poulet, coupée en fines lanières
Jus de 1 citron vert
Feuilles de coriandre fraîche pour garnir
Sel au goût",102,,
Tajine d'haricots verts facon thermochef,https://30minutesparjour.com/recettes-audio/fr/TAJINE%20D%E2%80%99HARICOTS%20VERTS%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"500 g d’haricots verts frais extra fins
4 pommes de terre moyennes
1 oignon émincé
3 gousses d’ail hachées
4 tomates moyennes épépinées et coupées en 6
400 g de semoule
2 cuillères à soupe d’huile d’olive
1 cuillère à soupe de curry Madras
1 cuillère à soupe de ras el hanout
1 cuillère à café de cannelle
2 cuillères à soupe de purée d’amandes
1 cuillère à café de paprika
1 cuillère à café de beurre clarifié (ghee)
2 à 3 brins de persil haché
1 à 2 brins de menthe fraîche hachée
30 cl d’eau. Sel et poivre du moulin
haricots verts frais extra
soupe de curry madras
soupe de ras el
soupe de puree d'amandes
ras el hanout",103,,
Tajine de lotte au thermochef,https://30minutesparjour.com/recettes-audio/fr/TAJINE%20DE%20LOTTE%20AU%20THERMOCHEF.mp3,Plats,"800 g de lotte, coupée en 4 grosses tranches
1 grosse boîte de tomates pelées, égouttées
2 citrons, coupés en quartiers
2 cuillères à soupe de paprika
1 piment oiseau
10 gousses d’ail (2 épluchées, 8 en chemise)
1 bouquet de coriandre, ficelé
Huile d’olive
Sel et poivre
Préparation de l’ail et des tomates :
Dans le Thermochef, sélectionnez le menu Thermogrill, couvercle ouvert, puissance 3, et faites reve
nir les gousses d’ail (2 épluchées et le reste en chemise) pendant 2 minutes.
Ajoutez les tomates égouttées et 10 cl d’eau. Assaisonnez de sel, poivre, et la moitié du paprika. Incor
porez le bouquet de coriandre et le piment.
Première cuisson :
Fermez le couvercle et lancez la cuisson en menu Ragoût, puissance 3, vapeur 6, pour 5 minutes.
Ajouter la lotte et les citrons :
Ouvrez le Thermochef et ajoutez les tranches de lotte légèrement huilées ainsi que les quartiers de
citron. Saupoudrez avec le reste du paprika.
Deuxième cuisson :
Fermez le couvercle et continuez la cuisson en menu Ragoût, puissance 3, pendant 25 minutes.
Servez chaud et bon appétit !",104,,
Tartiflette simple au thermochef,https://30minutesparjour.com/recettes-audio/fr/TARTIFLETTE%20SIMPLE%20AU%20THERMOCHEF.mp3,Plats,"1 kg de pommes de terre à chair ferme
450 g de Reblochon
100 g d’allumettes de lardons fumés
100 g de crème fraîche épaisse
1 verre de vin blanc sec
2 oignons moyens émincés
1 gousse d’ail
1 noix de beurre pour chemiser la cuve
1 cuillère à soupe de gros sel
Poivre au goût
1 pincée de noix de muscade
allumettes de lardons fumes
creme fraiche epaisse
noix de beurre pour",105,,
Tian de legumes mozzarella facon thermochef,https://30minutesparjour.com/recettes-audio/fr/TIAN%20DE%20LEGUMES%20MOZZARELLA%20FACON%20THERMOCHEF.mp3,Plats,"1 aubergine moyenne
1 courgette moyenne
2 tomates Roma moyennes
1 oignon
1 mozzarella di bufala
Herbes de Provence
2 cuillères à soupe d’huile d’olive
Sel et poivre",106,,
Tomates confites et polenta facon thermochef,https://30minutesparjour.com/recettes-audio/fr/TOMATES%20CONFITES%20ET%20POLENTA%20FACON%20THERMOCHEF%20%E2%80%94.mp3,Plats,"800 g de tomates variées
10 tomates cerises
2 gousses d’ail
250 g de polenta
100 cl de lait d’avoine
1 litre d’eau
3 cuillères à soupe d’huile d’olive
3 cuillères à café de beurre clarifié
1 cuillère à soupe de sucre de canne blond
1 à 2 branches de persil haché
Sel marin et poivre du moulin
cafe de beurre clarifie
2 branches de persil",107,,
