Id,Nom,Catégorie,Description,Préparation,Cuisson,Image,Portions,Difficulté,Coût,Régime,Ingrédients,Instructions,Calories,Glucides,Protéines,Sucres,Lipides,Fibres,Amidon,Calcium,Choléstérol,Cuivre,Fer,Magnésium,Manganèse,Phosphore,Potassium
263,Lasagnes aux épinards et ricotta,Entrées,"Un plat réconfortant alliant pâtes, épinards frais et ricotta avec une touche de fromage râpé.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/263.jpg,6,4,3,Équilibre acido-basique,"400 g Seitan
1 Oignon, émincé
2 Gousses d'ail, émincées
250 g Champignons
200 ml Crème de soja
1 cuillère à soupe Moutarde
Huile d'olive, au goût
Sel, au goût
Poivre, au goût
pincée Paprika","Couper le seitan en lanières.
Émincer l'oignon, l'ail et les champignons.
Faire revenir l'oignon et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter le seitan, les champignons, la moutarde, la crème de soja, le paprika, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 10 minutes.",167.8,11.080375,24.39515,3.81135,11.876,2.676,6.33275,44.322,0.0,0.495725,2.3409725,39.60225,0.82265,163.80875,423.946
265,Gratin de courgettes au chèvre,Entrées,Un gratin fondant de courgettes avec fromage de chèvre et crème fraîche.,,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/265.jpg,4,2,2,Équilibre acido-basique,"400 g Seitan
250 g Champignons de Paris
1 Oignon, émincé
2 Gousses d'ail, émincées
200 ml Crème de soja
Sel, au goût
Poivre, au goût
Persil, haché, au goût
Huile d'olive, pour la cuisson, au goût","Couper le seitan en lanières.
Émincer l'oignon, l'ail et les champignons.
Faire revenir l'oignon et l'ail dans le Thermochef en mode Thermo grill, couvercle ouvert, puissance 3, pendant 5 minutes.
Ajouter le seitan et les champignons, cuire 10 minutes.
Ajouter la crème de soja, le persil, le sel et le poivre.
Sélectionner le menu Ragoût, pression 6, puissance 3.
Cuire pendant 5 minutes supplémentaires.",161.84,10.91375,24.146775,3.735225,11.431625,2.605,6.23975,43.23825,0.0,0.492375,2.2779725,37.83975,0.8253,158.96125,420.096
295,Riz noir aux champignons et parmesan,Accompagnements,"Un plat riche et savoureux, parfait pour une soirée spéciale ou comme accompagnement gourmet avec riz noir, champignons et parmesan.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/295.jpg,4,3,3,Riz,"1 Carotte, épluchée et coupée en petits dés
1 Concombre, lavé et coupé en petits dés
1 Poivron rouge, lavé et coupé en petits dés
1 Poivron jaune, lavé et coupé en petits dés
1 Oignon rouge, pelé et coupé en petits dés
2 cuillère à soupe Huile d'olive
1 cuillère à soupe Vinaigre balsamique
Sel, au goût
Poivre, au goût","Laver et éplucher tous les légumes.
Couper les légumes en petits dés de taille égale.
Dans un saladier, mélanger les légumes avec l'huile d'olive, le vinaigre balsamique, du sel et du poivre.
Laisser mariner au réfrigérateur pendant 30 minutes avant de servir.",105.0375,10.55525,1.8902,8.1496,7.254250000000001,3.28175,1.16,35.58625,0.0,0.07147,0.3600605,23.921125,0.23665,54.8595,390.86175
310,Riz rouge louisianais aux saucisses,Plats,Un plat principal épicé et fumé de la cuisine louisianaise facile à préparer avec le Thermochef.,,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/310.jpg,4,3,3,Riz,"4 Poitrines de poulet désossées et sans peau
200 g Épinards frais
100 g Feta, émiettée
2 Gousses d'ail, hachées
Sel, au goût
Poivre, au goût
1 filet Huile d'olive","Blanchir les épinards dans de l'eau bouillante pendant 1 minute, puis les égoutter et les hacher grossièrement.
Mélanger les épinards avec la feta et l'ail. Saler et poivrer.
Ouvrir les poitrines de poulet en portefeuille et les farcir avec le mélange d'épinards et feta.
Fermer les poitrines de poulet avec des cure-dents.
Placer les poitrines de poulet farcies dans un sachet sous vide avec un filet d'huile d'olive.
Utiliser l'appareil Thermochef vacuum pour mettre le sachet sous vide.
Remplir la cuve du Thermochef aux 2/3 avec de l'eau.
Placer le sachet sous vide dans l'eau.
Fermer le couvercle et régler la température à 65°C.
Programmer le temps de cuisson pour 1 heure 30 minutes.
Valider par cuisiner.
Une fois la cuisson terminée, retirer le sachet du Thermochef.
Ouvrir le sachet et extraire les poitrines de poulet.
Pour une finition dorée, utiliser le menu four/plancha du Thermochef à 160°C couvercle ouvert pendant 2 minutes de chaque côté.
Servir chaud, accompagné de légumes grillés ou d'une salade.",271.14,1.66525,47.3379,0.1961,9.151250000000001,1.33625,0.9702499999999998,119.97825,136.56,0.107725,2.423675,81.832875,0.7098,450.495,896.49225
313,Asperges vertes à la vinaigrette,Entrées,Des asperges vertes fraîches servies avec une vinaigrette au vinaigre balsamique et huile d'olive.,,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/313.jpg,4,1,3,Équilibre acido-basique,"4 Blancs de poulet
400 ml Lait de coco
2 cuillère à soupe Pâte de curry
1 Oignon, émincé
2 Gousses d'ail, émincées
1 morceau Gingembre frais, râpé
Sel, au goût
Poivre, au goût
Huile d'olive, au goût","Préparez vos ingrédients en éminçant l'oignon et l'ail, et en râpant le gingembre.
Dans un bol, mélangez le lait de coco avec la pâte de curry, l'oignon émincé, l'ail émincé, le gingembre râpé, du sel et du poivre.
Placez les blancs de poulet dans un sachet sous vide et ajoutez la préparation au lait de coco.
Utilisez l'appareil Thermochef vacuum pour mettre le sachet sous vide.
Remplissez la cuve du Thermochef aux 2/3 avec de l'eau.
Placez le sachet sous vide dans l'eau, fermez le couvercle et réglez la température à 65°C.
Programmez le temps de cuisson pour 1 heure et validez par cuisiner.
Une fois la cuisson terminée, retirez le sachet du Thermochef.
Ouvrez le sachet et servez le poulet nappé de sauce au curry et lait de coco.
Accompagnez de riz basmati ou de légumes vapeur.",235.1575,9.38025,49.08815,8.01685,38.3045,10.00975,0.52275,31.75575,129.4125,0.5121249999999999,3.1558475,94.676,2.470925,533.7312499999999,1125.921
333,Carpaccio de betteraves à l'orange,Entrées,"Un plat léger et coloré, combinant la douceur de la betterave et l'acidité de l'orange, assaisonné d'une touche d'huile d'olive.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/333.jpg,4,2,2,Équilibre acido-basique,"200 g Panais, épluché et coupé en morceaux
200 g Carottes, épluchées et coupées en morceaux
200 g Navets, épluchés et coupés en morceaux
2 cuillère à soupe Huile d'olive
1 Branche de romarin
Sel, au goût
Poivre, au goût","Éplucher les légumes racines et les couper en morceaux.
Dans un sachet sous vide, placer les légumes, l'huile d'olive, le romarin, du sel et du poivre.
Utiliser l'appareil Thermochef vacuum pour mettre le sachet sous vide.
Remplir la cuve du Thermochef aux 2/3 avec de l'eau.
Placer le sachet sous vide dans l'eau.
Fermer le couvercle et régler la température à 85°C.
Programmer le temps de cuisson pour 1 heure.
Valider par cuisiner.
Une fois la cuisson terminée, retirer le sachet du Thermochef.
Ouvrir le sachet et verser les légumes dans la cuve du Thermochef.
Utiliser le menu Thermogrill couvercle ouvert puissance 3 pour faire rôtir les légumes jusqu'à ce qu'ils soient dorés.
Servir chaud comme accompagnement.",111.6,11.45875,1.6135,7.3016,7.158750000000001,5.06675,0.5449999999999999,64.42125,0.0,0.132525,0.882725,27.261125,0.40245,73.6145,506.76175
338,Riz rouge créole aux crevettes,Plats,Un plat savoureux qui combine le riz rouge avec des crevettes et des épices créoles cuisinés avec un Thermochef.,,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/338.jpg,4,3,3,Riz,"500 g Tomates cerises
3 Gousses d'ail, épluchées
1 branche Thym
1 branche Romarin
1 filet Huile d'olive
Sel, au goût
Poivre, au goût","Laver les tomates cerises.
Éplucher les gousses d'ail.
Dans un sachet sous vide, placer les tomates, l'ail, le thym, le romarin, verser un filet d'huile d'olive, ajouter du sel et du poivre.
Utiliser l'appareil Thermochef vacuum pour mettre le sachet sous vide.
Remplir la cuve du Thermochef aux 2/3 avec de l'eau.
Placer le sachet sous vide dans l'eau.
Fermer le couvercle et régler la température à 85°C.
Programmer le temps de cuisson pour 2 heures et valider par l'option cuisiner.
Une fois la cuisson terminée, retirer le sachet du Thermochef.
Ouvrir le sachet et servir les tomates confites chaudes ou froides, selon la préférence.",48.2975,7.756,1.9011,6.0286,0.74925,2.046,0.445375,18.75575,0.0,0.0804,0.821775,17.820375,0.2758,44.27,444.42975
418,Riz thaï aux crevettes et lait de coco,Plats,"Un plat délicieusement parfumé combinant la douceur du lait de coco avec la saveur umami de la sauce de poisson et la fraîcheur des crevettes, facile à préparer avec le Thermochef.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/418.jpg,4,2,3,Riz,"1 Courge butternut, pelée et découpée en dés
2 Oignons, ciselés en rondelles
250 g Ricotta
10 g Beurre","Commencez par peler la courge butternut et l'oignon. Découpez la courge en dés et ciselez l'oignon en rondelles.
Faites fondre le beurre dans la cuve du Thermochef en utilisant le mode 'thermo grill' (couvercle ouvert, puissance 3) et faites-y suer les oignons pendant quelques minutes.
Ajoutez ensuite les dés de courge butternut dans la cuve. Versez 1 litre d'eau et programmez le Thermochef sur le mode 'soupe' pour une cuisson de 25 minutes.
Une fois la cuisson terminée, utilisez un mixeur plongeant pour mixer la soupe dans un autre plat jusqu'à obtenir un velouté lisse.
Incorporez la ricotta à la soupe mixée et mixez à nouveau pour bien mélanger.
Servez la soupe bien chaude, en ajustant l'assaisonnement selon votre goût.",18.825,15.7725,7.936249999999999,7.952,10.0075,4.6,6.25,299.195,37.325,0.148825,1.550745,75.17625000000001,0.428795,179.725,821.325
419,Poulet basmati à la noix de coco et au curry,Plats,"Un plat de poulet aromatisé au curry et lait de coco, servi avec du riz basmati et garni de coriandre fraîche.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/419.jpg,4,3,3,Riz,"1.5 Litre Bouillon de volaille
100 g Orge perlé
1 Branche de céleri, émincé
1 Branche de thym
1 Grosse échalote, hachée
3 cuillère à soupe Huile d’olive
400 g Viande hachée
1 cuillère à soupe Huile d’olive
1 cuillère à café Cumin en poudre
10 Boutons floraux d’ail des ours, pour la soupe
Boutons floraux d’ail des ours, pour garnir, au goût","Faites tremper l’orge quelques minutes dans l'eau, puis rincez-le soigneusement jusqu'à ce que l'eau soit claire.
Dans la cuve du Thermochef, faites suer l’échalote hachée avec 3 cuillères à soupe d’huile d’olive en utilisant le mode 'thermo grill' (couvercle ouvert, puissance 3).
Ajoutez la branche de thym, le céleri émincé, 10 boutons floraux d’ail des ours et l’orge.
Couvrez de bouillon de volaille, puis programmez le menu 'soupe 1' et réservez.
Préparez les boulettes de viande : mélangez la viande hachée avec le cumin et formez des petites boulettes.
Faites dorer les boulettes avec 1 cuillère à soupe d’huile d'olive, menu thermogrill puissance 3, couvercle ouvert, 3 minutes.
Une fois la soupe et les boulettes prêtes, ajoutez les boulettes à la soupe et laissez-les réchauffer quelques minutes dans la cuve du Thermochef.
Au moment de servir, ajoutez à la soupe le jus de citron (si désiré) et garnissez avec les boutons floraux d’ail des ours restants.",327.285,11.56775,25.48525,1.64375,19.5145,2.257875,0.13125,53.258,62.0,0.1485,3.981,40.512,0.20455,216.087,550.217
424,Boeuf bourguignon,Entrées,"Un classique de la cuisine française, le bœuf bourguignon est un plat mijoté riche en saveurs et parfait pour réchauffer les soirées froides.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/424.jpg,6,4,4,Équilibre acido-basique,"1 kg Fèves fraîches
200 g Haricots rouges
2 Tomates, écossées, pelées, épépinées et coupées en morceaux
1 Oignon, pelé et haché
2 Ail, gousses, pelées et hachées
500 g Poitrine fumée, coupée en lardons
1 morceau Couenne de porc
1 feuille Laurier
1 brin Thym
500 ml Vin rouge","Mettre les haricots rouges à tremper dans de l'eau froide pendant 2 heures.
Écosser les fèves. Blanchissez rapidement les tomates, pelez-les, épépinez-les et coupez-les en morceaux.
Pelez et hachez l'oignon et l'ail. Coupez la poitrine fumée en petits lardons.
Tapissez le fond de la cuve avec la couenne. Ajoutez les haricots rouges égouttés, ainsi que les lardons, les tomates, l'oignon, l'ail, la feuille de laurier et le brin de thym.
Versez le vin rouge et complétez avec de l'eau froide pour que les légumes soient juste recouverts. Salez et poivrez. Programmez le Thermochef sur le mode 'ragoût' (couvercle fermé, pression 6, puissance 2) et faites 45 minutes.
Ajoutez ensuite les fèves et poursuivez la cuisson couvercle ouvert pour réduire le bouillon pendant 15 minutes supplémentaires.
Retirez la feuille de laurier et le brin de thym avant de servir. Rectifiez l'assaisonnement si nécessaire.",551.015,17.191,39.28835,4.499333333333333,38.05086666666667,15.7145,10.30466666666667,96.652,40.46666666666666,0.7498166666666667,4.591098333333334,95.72166666666668,1.244483333333333,371.105,1204.445
449,Riz thaï au tofu et brocoli,Plats,"Un plat complet, sain et délicieux, parfait pour un repas végétarien ou vegan avec des saveurs umami apportées par la sauce soja et l'huile de sésame.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/449.jpg,4,2,2,Riz,"2 tasses Fèves fraîches ou surgelées, pelées
0.5 tasse Feta, émiettée
0.25 tasse Huile d'olive extra vierge
2 cuillère à soupe Jus de citron
0.25 tasse Menthe fraîche, hachée
0.25 tasse Persil frais, haché
Sel, au goût
Poivre, au goût","Cuisson des fèves: Placez les fèves dans le panier de la cuve du Thermochef avec un 300 ml d'eau. Fermez le couvercle du Thermochef. Sélectionnez le menu légume sec, couvercle fermé. Pression 7, puissance 3, 5 minutes de cuisson. Validez par cuisiner.
Préparation de la vinaigrette: Dans un grand saladier, mélangez l'huile d'olive, le jus de citron, le sel et le poivre.
Assemblage de la salade: Une fois les fèves cuites et légèrement refroidies, égouttez-les et ajoutez-les au saladier avec la vinaigrette. Incorporez la feta, la menthe et le persil. Mélangez délicatement.
Service: Servez la salade de fèves fraîches aux herbes et feta fraîche ou à température ambiante.",190.02375,10.78025,12.4794375,2.9881625,19.7594375,4.813625000000001,0.00675,51.56925,13.2625,0.0221375,0.321975,5.4215625,0.097975,39.25525,44.961875
468,Mousse d'avocat au saumon fumé,Entrées,"Une mousse d'avocat onctueuse garnie de saumon fumé, idéale pour une entrée raffinée.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/468.jpg,4,3,4,Équilibre acido-basique,"1 tasse Riz arborio
2 tasses Petits pois, frais ou surgelés
1 Oignon, moyen, haché
3 tasses Bouillon de légumes
0.5 tasse Vin blanc
0.5 tasse Parmesan, râpé
2 cuillère à soupe Beurre
Sel, au goût
Poivre, au goût","Préparation du risotto: Utilisez le menu thermo grill avec le couvercle ouvert pour faire revenir l'oignon avec une cuillère à soupe de beurre.
Ajoutez le riz et faites-le nacrer pendant 2 minutes. Déglacez avec le vin blanc.
Ajoutez le bouillon de légumes chaud et les petits pois. Fermez le couvercle du Thermochef.
Sélectionnez le menu riz, couvercle fermé. Laissez cuire selon le programme automatique.
Une fois le programme terminé, incorporez le parmesan râpé et le reste du beurre. Mélangez bien jusqu'à obtenir une consistance crémeuse.
Assaisonnement: Ajustez l'assaisonnement avec du sel et du poivre selon votre goût.
Service: Servez le risotto aux petits pois chaud, garni de parmesan supplémentaire si désiré.",285.7876,47.633025,13.80085,6.946949999999999,11.5652,6.048,37.434,178.732,28.50075,0.31755,2.5957725,56.735375,0.94956,261.69375,415.886
478,Riz thaï à la mangue et au poulet grillé,Plats,"Un plat qui combine des saveurs sucrées, salées et aromatiques dans un mélange coloré.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/478.jpg,4,2,3,Riz,"1 tasse Lentilles corail
1.5 tasse Eau
1 Oignon, moyen, haché
2 Gousses d'ail, émincées
1 cuillère à soupe Gingembre frais, râpé
1 cuillère à café Curcuma moulu
1 cuillère à café Cumin moulu
0.5 cuillère à café Coriandre moulue
0.25 cuillère à café Piment de Cayenne, optionnel
400 g Tomates concassées, en boîte
Sel, au goût
Poivre, au goût
Huile d'olive, pour le menu thermo grill, au goût
Coriandre fraîche, pour garnir, au goût","Préparation des épices: Utilisez le menu thermo grill avec le couvercle ouvert pour faire revenir l'oignon, l'ail et le gingembre avec un peu d'huile d'olive. Ajoutez le curcuma, le cumin, la coriandre moulue et le piment de Cayenne. Réglez le temps de cuisson à 5 minutes, puissance 3. Validez par cuisiner.
Ajout des lentilles et des tomates: Ajoutez les lentilles corail et les tomates concassées dans la cuve avec les épices. Ajoutez l'eau.
Cuisson sous pression: Fermez le couvercle du Thermochef. Sélectionnez le menu légumes secs, couvercle fermé. Réglez la pression sur 5, puissance 1. Programmez 3 minutes de cuisson. Validez par cuisiner.
Fin de cuisson: Laissez la pression se libérer naturellement avant d'ouvrir le couvercle.
Assaisonnement: Ajustez l'assaisonnement avec du sel et du poivre selon votre goût.
Service: Servez le dahl de lentilles corail chaud, garni de coriandre fraîche. Accompagnez de riz basmati ou de pains naans.",38.4775,11.928375,7.015425,3.318149999999999,2.201625,6.38725,7.55525,47.95325,0.0,0.2293875,2.6179725,29.9185,0.7247,91.6025,388.046
481,Salade de riz basmati à l'orientale,Plats,"Une salade de riz aux saveurs orientales avec des légumes frais, des pois chiches, de la feta et de la coriandre.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/481.jpg,4,2,2,Riz,"1 tasse Pois chiches secs, trempés 4 heures
3 tasses Eau
1 Oignon, moyen, haché
2 Gousses d'ail, émincées
1 cuillère à soupe Pâte de curry
1 cuillère à café Cumin, moulu
1 cuillère à café Coriandre, moulue
0.5 cuillère à café Curcuma, moulu
400 g Tomates concassées, en boîte
Sel, au goût
Poivre, au goût
Huile d'olive, pour le menu thermo grill, au goût","Préparation des épices: Utilisez le menu thermo grill avec le couvercle ouvert pour faire revenir l'oignon et l'ail avec un peu d'huile d'olive. Ajoutez la pâte de curry, le cumin, la coriandre et le curcuma. Réglez le temps de cuisson à 5 minutes, puissance 3. Validez par cuisiner pour libérer les arômes des épices.
Ajout des pois chiches: Égouttez les pois chiches trempés et ajoutez-les dans la cuve avec les épices. Mélangez bien pour enrober les pois chiches d'épices.
Cuisson sous pression: Ajouter les tomates concassées et l'eau. Fermez le couvercle du Thermochef.
Réglage du Thermochef: Sélectionnez le menu légumes secs, couvercle fermé. Réglez la pression sur 7, puissance 3. Les pois chiches nécessitent normalement 40 minutes de cuisson, divisez donc le temps par 3, ce qui donne 13 minutes de cuisson. Validez par cuisiner.
Fin de cuisson: Laissez la pression se libérer naturellement avant d'ouvrir le couvercle. Ajustez l'assaisonnement avec du sel et du poivre selon votre goût.
Service: Servez les pois chiches épicés au curry chauds, accompagnés de riz basmati ou de naans pour un repas complet.",37.9165,27.0741,11.36375,6.429349999999999,4.729475,8.335,19.2015,77.98825000000001,0.28125,0.419375,3.8664475,72.15975,1.259725,164.6475,631.9884999999999
485,Riz complet aux pois chiches et aux épices,Plats,"Un plat nutritif et savoureux, parfait pour un repas équilibré et riche en protéines, avec des épices qui ajoutent une profondeur de goût.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/485.jpg,4,2,2,Riz,"800 ml Eau, (pour la cuisson des pâtes)
400 g Linguines
300 g Mélange de fruits de mer, (moules, crevettes, calamars)
2 Citrons, jus et zeste
2 Gousses d'ail
1 Échalote
4 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût
1 branche Persil frais, (pour servir)","Si nécessaire, nettoyez et préparez les fruits de mer.
Mettez les fruits de mer dans un sachet sous vide avec le jus d'un citron, 2 cuillères à soupe d'huile d'olive, du sel et du poivre.
Utilisez le menu sous vide à 60°C pour 15 minutes pour une cuisson parfaite qui préserve la tendreté des fruits de mer.
Une fois cuits, retirez les fruits de mer du sachet et réservez le jus de cuisson.
Remplissez le Thermochef d'eau jusqu'à couvrir les linguines (environ 800 ml d'eau).
Ajoutez les linguines dans le Thermochef.
Sélectionnez le menu pâtes, Mode 3 (cuisson 9 à 10 minutes pour des linguines al dente).
Une fois la cuisson terminée, égouttez les linguines.
Pelez et hachez finement l'échalote et l'ail.
Utilisez le Thermochef avec le menu Thermogrill puissance 3, couvercle ouvert 5 minutes, pour faire revenir l'échalote et l'ail avec 2 cuillères à soupe d'huile d'olive.
Ajoutez le jus de cuisson des fruits de mer, le jus et le zeste du second citron.
Laissez mijoter jusqu'à l'obtention d'une sauce légèrement réduite.
Mélangez les linguines avec la sauce citronnée dans un grand plat de service.
Disposez les fruits de mer sur le dessus.
Assaisonnez avec du sel, du poivre et du persil frais haché selon votre goût.
Servez immédiatement, offrant un équilibre parfait entre la fraîcheur du citron, la tendreté des fruits de mer et la texture al dente des linguines.",407.4775,32.58025,11.113525,2.291475,24.352625,3.8075,21.7715,174.61175,29.245,0.195775,2.5773,41.183125,0.51335,125.2465,281.15625
490,"Salade de riz complet, feta et olives",Entrées,"Une salade légère et rafraîchissante, parfaite pour un déjeuner d'été ou comme accompagnement lors d'un barbecue.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/490.jpg,4,1,2,Riz,"800 ml Eau, pour la cuisson des nouilles
400 g Nouilles Soba
2 Poitrines de poulet, en lanières
1 Courgette
1 Carotte
1 Poivron rouge
4 cuillère à soupe Sauce soja
2 cuillère à soupe Miel
2 cuillère à soupe Vinaigre de riz
1 Gousse d'ail, émincée
1 cuillère à café Gingembre frais, râpé
Graines de sésame, pour garnir, au goût
Ciboulette ou oignon vert, haché pour garnir, au goût","Coupez les poitrines de poulet en lanières.
Mettez les lanières de poulet dans un sachet sous vide avec 2 cuillères à soupe de sauce soja.
Utilisez le menu sous vide à 65°C pour 20 minutes.
Après cuisson, retirez le poulet du sachet et réservez.
Remplissez le Thermochef d'eau (environ 800 ml d'eau).
Programmer le menu pression 5 minutes couvercle ouvert, puissance 3, plongez vos nouilles Soba une fois que l’eau boue dans le Thermochef pendant 2 minutes à 2 minutes 30 secondes maximum.
Égouttez et rincez les nouilles à l'eau froide. Réservez.
Dans la cuve, combiner la sauce soja restante, le miel, le vinaigre de riz, l'ail émincé et le gingembre.
Faites chauffer le menu Thermogrill 10 minutes, puissance 1 et laissez mijoter jusqu'à ce que la sauce épaississe légèrement. Réservez.
Lavez et coupez la courgette, la carotte et le poivron en lanières ou en dés.
Utilisez le menu four/plancha du Thermochef à 160 degrés pour faire sauter rapidement les légumes, avec un peu d’huile d’olive en veillant à garder leur croquant. Réservez.
Dans un grand bol, mélangez les nouilles soba avec les légumes sautés et le poulet.
Versez la sauce Teriyaki maison sur le mélange et remuez délicatement pour bien enrober tous les ingrédients.
Servez les nouilles Soba garnies de graines de sésame et de ciboulette ou d'oignon vert haché pour une touche finale de fraîcheur et de croquant.",359.68675,35.1176,27.303575,12.13965,16.0205,3.47505,20.090125,55.09914999999999,64.0,0.15778125,1.971377375,67.9268,0.53635,295.248,595.9275
495,Riz rouge à l'avocat et tomates cerise,Accompagnements,"Une salade de riz rouge rafraîchissante avec des avocats et des tomates cerise, assaisonnée de jus de citron et d'huile d'olive, idéale pour un déjeuner d'été ou comme accompagnement lors d'un barbecue.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/495.jpg,4,1,2,Riz,"Quelques feuilles Basilic frais
800 ml Eau, pour la cuisson des pâtes
400 g Fusilli tricolores
1 Concombre
1 Poivron rouge
10 Radis
150 g Tomates cerises
4 cuillère à soupe Pesto, maison ou du commerce
2 cuillère à soupe Vinaigre balsamique
4 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût","Cuisson des fusilli tricolores: Remplissez le Thermochef d'eau jusqu'à couvrir les fusilli tricolores (environ 800 ml d'eau). Ajoutez les fusilli dans le Thermochef. Sélectionnez le menu pâtes, Mode 3 (cuisson 9 à 10 minutes pour des fusilli al dente). Égouttez les pâtes et rincez-les sous l'eau froide pour arrêter la cuisson. Réservez.
Préparation des légumes: Lavez et coupez le concombre en demi-lunes, le poivron en lanières, les radis en rondelles et coupez les tomates cerises en deux.
Préparation de la vinaigrette au pesto: Dans un petit bol, mélangez le pesto, le vinaigre balsamique, l'huile d'olive, du sel et du poivre jusqu'à obtenir une vinaigrette homogène.
Assemblage de la salade: Dans un grand saladier, mélangez les fusilli tricolores refroidis, les légumes préparés, et versez la vinaigrette au pesto sur le tout. Mélangez délicatement pour que tous les ingrédients soient bien enrobés de vinaigrette.
Service: Garnissez la salade de feuilles de basilic frais juste avant de servir pour ajouter une touche de couleur et de fraîcheur.",360.6925,35.517375,7.155025,8.193975,19.876875,5.999375,23.22,85.75175,4.0,0.24585,1.536725,49.609375,0.6543749999999999,134.399,647.74375
499,Riz basmati aux amandes et raisins secs,Accompagnements,"Un plat d'accompagnement simple et élégant qui combine la douceur des raisins secs avec le croquant des amandes grillées, le tout enrichi par le beurre.",,,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/499.jpg,4,1,2,Riz,"Eau, pour la cuisson des lentilles, au goût
800 ml Eau, pour la cuisson des pâtes
400 g Pâtes, de votre choix (spaghetti, rigatoni, etc.)
200 g Lentilles vertes, rincées
1 Carotte, finement hachée
1 branche Céleri, finement haché
1 Oignon, finement haché
2 Gousses d'ail, émincées
400 g Tomates concassées, en conserve
2 cuillère à soupe Concentré de tomate
1 cuillère à café Herbes de Provence
1 feuille Laurier
3 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût
Parmesan végétal ou traditionnel, râpé pour servir, au goût
1 verre Vin rouge, optionnel","Préparation de la sauce bolognaise de lentilles : Faites chauffer le menu Thermogrill 10 minutes, puissance 3, mettez l'huile d'olive.
Ajoutez l'oignon, la carotte, le céleri, et l'ail. Faites-les revenir jusqu'à ce qu'ils soient tendres.
Incorporez les lentilles, puis ajoutez les tomates concassées, le concentré de tomate, les herbes de Provence, la feuille de laurier, et le vin rouge si utilisé.
Couvrez avec de l'eau (1 verre d'eau pour ¼ de verre de lentille), programmer légumes , 7 minutes puissance 2, pression 6.
Assaisonnez avec du sel et du poivre selon votre goût.
Cuisson des pâtes : Remplissez le Thermochef d'eau jusqu'à couvrir les pâtes (environ 800 ml d'eau).
Ajoutez les pâtes dans le Thermochef.
Sélectionnez le menu pâtes, Mode 3 (cuisson 9 à 10 minutes ou selon les instructions du paquet) pour que les pâtes soient al dente.
Égouttez les pâtes et réservez-les.
Assemblage et finition : Mélangez les pâtes égouttées avec la sauce bolognaise de lentilles. Assurez-vous que les pâtes soient bien enrobées de sauce.
Service : Servez les pâtes à la bolognaise de lentilles chaudes, garnies de parmesan râpé et d'un filet d'huile d'olive extra vierge si désiré.",388.185,43.64675,12.182425,5.556349999999999,12.2509,9.145,29.869,119.50275,3.6525,0.3547,3.3350975,57.239,0.8059499999999999,206.02925,595.194
